id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,renewal
53719,1,8400,48950,0,0,0,99.24,4,A,Urban,5700,0
67241,0.382,21550,187530,0,0,0,98.74,11,C,Urban,9600,1
64856,0.016,18265,140130,0,0,0,99.56,7,C,Rural,11700,1
70284,0.03,26287,162630,0,0,0,95.36,15,B,Urban,1200,1
71175,0.373,17166,340080,2,0,0,98.37,23,D,Urban,28500,1
83302,0.976,18260,217180,2,3,1,99.6,5,B,Urban,1200,0
78213,0.085,23007,93070,0,0,0,99.59,19,A,Rural,7500,1
54394,0.135,14248,252520,1,0,0,99.58,16,B,Rural,3300,1
24907,0.286,14980,119070,0,0,0,98.18,13,D,Rural,5400,1
56487,0.064,17900,421180,0,0,0,99.37,17,D,Rural,3300,1
1460,0.663,18265,119780,0,0,0,99.76,9,A,Rural,5400,1
109248,0.396,24097,126010,0,0,0,98.57,12,A,Urban,7500,1
99627,0.85,22280,136090,0,0,0,95.97,12,C,Rural,5400,1
51034,0.688,10595,48130,1,0,0,99.66,8,A,Urban,3300,1
26254,0.069,17893,287630,0,0,0,99.45,11,A,Rural,1200,1
58829,0,11321,39480,0,0,0,95.99,8,A,Rural,5700,1
113422,0.926,12057,128380,0,0,0,99.2,7,A,Rural,11700,1
58743,1,10229,126140,0,0,0,99.64,4,B,Rural,5700,1
112919,0.044,21543,206010,0,0,0,99.22,15,B,Urban,7500,1
5738,1,12056,390100,0,0,1,99.25,13,C,Urban,26400,1
39779,0.46,23006,105080,0,0,0,99.86,3,A,Urban,5400,1
41862,0.722,17161,187530,1,0,0,99.03,7,D,Rural,13800,1
13215,0.843,19721,1992050,0,0,0,99.77,11,B,Rural,60000,1
39731,0,14248,252120,1,0,0,98.83,9,B,Urban,20100,1
75998,0.309,17529,250070,0,0,0,99.51,11,C,Rural,3300,1
112842,0,19723,76980,0,0,0,99.32,9,B,Urban,5400,0
88442,0,21914,350070,0,0,0,99.51,8,A,Rural,3300,1
55260,0.018,17900,393580,0,0,0,99.28,12,C,Rural,18000,1
66567,0.014,21540,330090,0,0,0,98.6,19,B,Urban,18000,1
69755,0.014,21915,92680,0,0,0,99.89,5,A,Rural,5400,1
83398,0.02,26653,98730,0,0,0,98.4,9,B,Rural,9600,1
31349,0.011,24467,91530,0,0,0,99.59,10,A,Urban,5400,1
65404,0.238,17529,207040,1,0,0,99.63,14,A,Urban,13800,1
94994,0.403,18626,129150,0,0,0,99.7,7,A,Rural,1200,1
101298,0.32,14615,87050,1,0,0,98.75,14,A,Rural,9600,1
102715,0.054,23365,108210,0,0,0,97.88,11,A,Urban,9600,1
27966,0.054,28475,306340,0,0,0,99.88,6,A,Rural,11700,1
10675,0.521,25195,195090,0,0,0,98.55,11,B,Urban,9600,1
45088,0.205,28485,219900,1,0,0,99.45,13,B,Urban,13800,1
64802,0.363,17900,197820,0,0,0,98.94,15,C,Urban,11700,1
99125,0.43,12050,171920,0,0,0,98.73,8,B,Urban,22200,1
104264,0.067,13518,92660,0,0,0,99.14,10,A,Urban,7500,1
12156,1,14243,300070,0,0,0,99.05,9,C,Urban,15900,1
66239,0,21181,88650,0,0,0,99.82,6,A,Rural,5400,1
973,0.019,29577,150070,0,0,0,99.55,31,B,Rural,9600,1
42540,0.176,18990,360090,0,0,0,99.61,12,A,Urban,24300,1
111873,0.148,13516,260070,0,0,0,99.3,10,A,Urban,7500,1
107698,0.34,22644,667110,0,0,0,99.02,28,C,Rural,24300,1
78814,0.492,16075,200960,0,0,0,99.47,7,A,Rural,11700,1
19064,0.493,13884,202270,0,0,0,99.17,14,E,Urban,9600,1
62150,0.582,14243,547620,0,0,0,98.92,10,D,Urban,28500,1
5292,0,10955,195080,0,0,0,99.74,7,A,Urban,22200,1
22212,0.148,17896,382870,0,0,0,99.4,8,D,Urban,26400,1
82019,0.498,17160,98150,3,0,0,99.34,13,B,Rural,11700,1
50080,0.001,19722,252780,0,0,0,99.58,8,C,Urban,13800,1
49306,0.088,21547,109620,0,0,0,98.2,14,C,Urban,7500,1
113603,0.074,26295,315120,0,0,0,99.87,13,A,Rural,18000,1
13001,0.401,15701,34940,4,0,1,96.25,16,B,Urban,5700,0
20182,0.006,8408,28020,0,0,0,,5,A,Urban,1200,1
100711,0.624,9863,114030,2,0,0,99.52,6,B,Urban,5700,1
66652,0.392,22275,315030,0,0,0,99.52,12,A,Urban,20100,1
88767,0.009,24101,96070,0,0,0,99.89,5,A,Rural,5400,1
6373,0.005,23000,116320,0,0,0,99.26,9,A,Urban,7500,1
84740,0.355,18629,108040,0,0,0,99.21,9,A,Rural,5400,1
40652,0,20445,181620,0,0,0,99.54,9,B,Urban,13800,1
70018,0.762,23375,282040,2,0,0,98.74,12,C,Urban,28500,1
97655,0.037,18265,210090,0,0,1,99.54,8,B,Urban,26400,1
57358,0.17,23007,120110,0,0,0,99.87,7,C,Rural,7500,1
4608,0.997,21906,428550,0,0,0,99.49,15,B,Urban,20100,1
71344,0.234,31032,270100,1,0,0,99.3,13,A,Urban,20100,1
31586,0.065,17169,262600,0,0,0,98.89,10,B,Urban,15900,1
54147,0.225,23738,243150,0,0,0,99.11,22,A,Urban,13800,1
56545,0.096,17165,372090,0,1,0,98.75,7,D,Rural,20100,1
105028,0.006,21180,218840,0,0,0,99.33,10,A,Urban,11700,1
105554,0.067,20083,76550,0,0,0,99.38,8,A,Rural,5400,1
61121,0.375,21913,495120,1,0,0,99.55,13,A,Urban,32700,1
55341,0.069,14606,152320,0,0,0,98.8,10,C,Urban,7500,1
29610,0.265,24830,128780,0,0,0,98.64,11,A,Urban,13800,1
3039,0.876,13153,180140,0,0,1,99.71,4,B,Rural,9600,0
71973,0.778,23371,83020,0,0,1,98.28,9,B,Urban,5400,1
22741,0.139,9867,66690,0,0,0,99.81,11,A,Rural,5700,1
104855,0.002,18261,330030,0,0,0,,17,C,Urban,13800,1
86245,0.023,23007,84060,0,0,0,99.59,15,A,Rural,1200,1
65094,0.606,28845,135080,0,0,0,99,11,A,Urban,7500,1
62134,1,16798,228150,1,0,0,98.46,6,D,Urban,13800,1
66156,1,16795,126090,0,0,1,99.2,9,B,Urban,7500,0
2094,0.035,22642,449880,1,0,0,99.49,12,A,Urban,5400,1
87275,0.024,22644,375030,0,0,0,99.58,10,A,Rural,18000,1
71524,0.04,17898,180150,0,0,0,99.44,11,A,Rural,11700,1
26944,0.014,33228,121180,0,0,0,99.72,13,A,Rural,5400,1
9148,0.357,22273,85430,0,0,0,96.86,21,A,Urban,7500,1
84051,1,21907,160180,0,0,0,,2,A,Urban,15900,1
31175,0.519,12057,246060,0,0,0,99.07,11,A,Urban,11700,1
34042,0.957,10963,112860,1,0,0,99.39,6,C,Urban,5400,1
26313,0.002,21544,104730,2,1,0,97.23,18,A,Urban,7500,1
36083,1,8774,28830,1,2,1,98.52,8,A,Urban,5700,0
46737,0.926,23375,122770,3,1,1,98.43,7,A,Urban,7500,0
17009,0.419,16805,143790,1,0,0,98.81,8,C,Rural,3300,1
71800,0.101,20086,198780,0,0,0,99.01,20,B,Urban,15900,1
97316,0.034,28480,62590,0,0,0,98.6,11,A,Urban,3300,1
72149,0.062,25923,175110,0,0,0,99.88,4,A,Urban,1200,1
39688,0.021,24105,231120,0,0,0,98.8,14,B,Rural,13800,1
47179,0,16430,390070,0,0,0,99.32,11,E,Urban,22200,1
83869,0.243,16068,102960,0,0,0,98.1,6,B,Urban,5400,1
1978,0.037,23365,44600,0,0,0,95.99,11,A,Urban,5700,1
77447,0.215,20816,441050,0,0,0,98.92,19,C,Urban,18000,1
59242,0.434,16067,69090,1,0,0,99.4,5,A,Urban,5700,1
40082,0.021,19721,388410,0,0,0,99.88,19,A,Rural,15900,1
67341,0.25,17162,574450,0,0,0,99.18,15,C,Rural,53700,1
92320,0.145,19354,203350,1,0,0,98.98,13,C,Rural,9600,1
46357,0.056,18630,384050,1,0,0,99.35,15,A,Urban,26400,1
91761,0.157,21181,337100,0,0,0,99.28,17,A,Urban,18000,0
57974,0.064,18264,500200,0,0,0,99.25,9,A,Rural,49500,1
962,0.305,17898,120050,0,0,0,99.47,5,A,Rural,7500,1
70122,1,18256,81040,0,0,0,99.8,5,A,Rural,5700,1
15812,0.351,19351,763560,1,0,0,99.14,13,A,Urban,57900,1
13782,0.076,22642,183180,1,0,0,99.06,16,A,Urban,13800,1
53852,0.038,17168,135060,0,0,0,97.81,12,C,Urban,7500,1
105768,0.303,24833,166950,0,0,0,99.23,13,A,Urban,9600,1
82566,0.013,19359,100080,1,0,0,99.02,19,A,Urban,5400,1
97929,0.03,20814,457630,0,0,0,99.21,14,B,Rural,49500,1
17093,0.904,15705,113150,1,4,2,96.94,9,C,Urban,5400,0
43349,0.757,17525,1620030,1,0,0,99.44,12,D,Urban,60000,1
21828,0.062,24462,165150,0,0,0,99.21,12,A,Rural,15900,1
106566,0.064,12416,117600,0,0,0,98.8,7,A,Urban,3300,1
105834,0.05,9866,83470,0,0,0,99.4,9,A,Rural,1200,0
67836,1,8405,30110,0,0,0,99.75,3,A,Rural,5700,1
63228,0,14241,303040,0,0,0,99.27,13,D,Urban,13800,1
85412,0.015,21175,317830,0,0,0,99.36,13,E,Urban,18000,1
88819,0.029,26652,144350,0,0,0,99.17,10,B,Rural,9600,1
48882,0.045,25564,337610,0,0,0,99.89,9,A,Urban,20100,1
4160,0.29,12060,130060,1,0,0,98.72,12,A,Rural,9600,1
63638,0.389,17529,107820,0,0,0,98.91,12,A,Urban,5700,1
45496,0.303,22274,207090,0,0,0,98.37,15,A,Urban,13800,1
19264,0.336,20089,140080,2,0,0,98.36,19,A,Urban,7500,1
45435,0.137,22644,145090,0,0,0,99.03,15,A,Rural,5400,1
27776,0.978,18621,440020,0,0,0,98.65,16,D,Urban,32700,1
79568,0.61,18627,212950,0,0,0,99.74,8,A,Urban,11700,1
51331,0.013,14973,84120,0,0,1,99.04,9,C,Rural,5700,1
40476,1,17168,97650,0,0,0,99.56,3,B,Rural,5400,1
84474,0.612,21176,225630,0,0,0,99.01,13,A,Urban,13800,1
105792,0.064,22271,105030,0,0,0,99.17,6,B,Urban,5400,1
35979,0.599,12055,264030,0,0,0,99.14,13,A,Rural,1200,1
66139,1,23739,112540,1,0,0,99.51,6,A,Urban,1200,1
111029,0.166,18630,214430,0,0,0,99.17,8,A,Urban,20100,1
25139,0.216,22271,480050,2,0,0,99.3,16,A,Rural,26400,1
22863,0,17526,202560,0,0,0,,4,D,Rural,15900,1
112880,0.048,23007,212580,0,0,0,99.74,10,B,Urban,15900,1
62938,0.54,12059,115060,0,0,0,98.97,6,A,Urban,3300,1
29200,0.192,15703,120130,0,0,0,99.56,6,A,Urban,3300,1
97683,0.332,12783,200110,0,0,0,98.93,9,A,Urban,13800,1
33212,1,21177,129070,0,0,0,99.22,7,B,Urban,9600,1
48127,0.862,20453,225090,1,0,0,98.63,14,B,Urban,11700,1
31407,0.844,18265,302550,0,0,0,99.29,12,D,Urban,28500,1
103562,0.091,23366,315030,0,0,0,99.71,14,A,Rural,1200,1
102709,0.79,17891,175120,0,0,0,98.85,12,B,Urban,7500,1
59075,1,11695,76380,0,2,1,99.44,9,A,Rural,7500,0
44581,0.441,12055,128070,0,0,0,99.29,9,A,Urban,7500,1
38473,0.049,19360,36030,0,0,0,97.49,9,A,Urban,1200,1
55165,0.032,17167,251000,0,0,0,98.17,11,D,Rural,11700,1
83712,0.058,13876,270140,0,0,0,99.22,14,D,Urban,13800,1
100236,0.047,25928,180050,0,0,0,98.97,26,A,Urban,11700,1
75392,0.292,17161,314540,0,0,0,98.86,17,A,Rural,36900,1
107519,0.094,14976,110310,2,0,0,98.24,12,C,Urban,1200,1
33785,0.813,17533,390120,0,0,0,97.31,11,B,Urban,43200,1
101656,0.127,31034,75040,0,0,0,99.86,5,A,Rural,5400,1
36434,0.104,18259,487620,0,0,0,99.69,14,D,Rural,36900,1
86260,0.208,21905,60110,0,0,0,98.67,8,A,Rural,5700,1
101849,0.156,22271,120130,0,0,0,99.39,5,A,Rural,5400,1
54326,0.346,22271,78400,0,0,0,98.98,9,B,Rural,3300,1
60807,0.166,21548,117030,0,0,0,98.57,17,A,Urban,5400,1
64245,0.021,13882,144060,0,0,0,97.68,5,C,Rural,1200,1
98058,0.737,17892,247340,4,0,1,99.48,7,B,Urban,24300,0
20864,0.494,19355,271130,1,0,0,99.71,10,A,Urban,15900,1
27027,0.58,17161,336060,1,0,0,,21,C,Rural,3300,1
79896,0.269,15703,162050,0,0,0,99.14,9,A,Urban,13800,1
44356,0.281,21543,264040,0,0,0,98.62,12,B,Urban,20100,1
8363,0.207,18994,362610,0,0,0,98.02,29,B,Urban,3300,1
97375,0.257,23370,137600,0,0,0,99.06,12,A,Urban,11700,1
110414,0.44,19353,420030,2,0,0,99.17,14,B,Rural,34800,1
24538,0.161,14248,249090,1,0,0,99.39,15,A,Urban,24300,1
89565,0.494,10600,79140,0,0,1,97.66,14,B,Urban,5400,1
35853,1,10228,135080,1,0,0,99.63,7,A,Rural,5700,0
84054,0.004,24460,162140,0,0,0,98.68,11,A,Rural,7500,1
1730,0.118,24833,48060,0,0,0,99.78,4,A,Urban,5700,1
93542,1,25556,165030,0,0,0,99.49,5,A,Urban,7500,1
56513,1,12782,112570,0,0,0,98.78,4,B,Rural,9600,1
21527,0.712,24461,490070,0,0,0,99.29,11,B,Rural,32700,1
90977,0.339,21909,397610,0,0,0,99.29,12,A,Urban,51600,1
103172,0.134,17890,144080,0,0,0,99.68,9,C,Urban,3300,1
105350,0.757,13879,97610,0,0,0,98.3,7,B,Rural,5400,1
30416,0.236,22638,142530,1,0,0,99.3,8,D,Rural,3300,1
84593,0.189,13879,239370,0,0,0,99.05,9,D,Urban,13800,1
96595,0.159,21905,191020,0,0,0,99.09,10,C,Rural,11700,1
40811,0.025,21913,525040,1,0,0,99.49,25,A,Rural,51600,1
110844,0.508,15700,375030,0,0,0,99.2,7,A,Urban,11700,1
94170,0,13882,140010,0,0,0,98.76,4,A,Rural,5400,1
107619,1,18623,152940,0,0,0,98.29,9,A,Urban,5400,1
7614,1,13152,36150,0,0,0,99.88,2,C,Urban,3300,1
9662,0.125,29211,28920,0,0,0,99.83,8,A,Rural,3300,1
14865,1,9498,126130,0,0,0,99.28,6,A,Urban,7500,1
29443,0.028,28849,101410,0,0,0,99.89,7,A,Rural,5400,1
10820,1,14606,147820,0,3,0,99.7,5,B,Urban,7500,0
16082,0.042,20814,177140,0,0,0,98.43,10,A,Rural,7500,1
103881,1,11324,78700,0,0,0,99.65,7,B,Rural,3300,1
57649,0.005,26651,465120,0,0,0,99.62,20,B,Urban,39000,1
74415,0.971,13152,175020,2,0,0,99.49,10,B,Urban,13800,1
45443,0.408,24099,223660,0,0,0,99.33,7,C,Rural,5400,1
7422,0.853,14245,72810,0,0,0,99.05,5,A,Urban,5700,1
45136,0,15706,182550,0,0,0,98.68,10,C,Urban,9600,1
20628,0.149,14250,375110,0,0,0,98.8,10,A,Rural,18000,1
60760,0.074,16803,334850,0,0,0,99.59,7,A,Rural,18000,1
35320,0.065,20810,113630,0,0,0,99.08,9,B,Urban,5400,1
23290,0.806,16803,58450,0,0,0,96.71,23,A,Urban,3300,1
30198,0.074,18988,2070050,0,0,0,99.85,12,B,Urban,60000,1
73968,0.257,16071,170040,0,0,0,99.54,7,D,Urban,9600,1
110500,0,13880,108130,0,0,0,98.91,6,D,Rural,1200,1
94358,0.142,10225,161900,0,0,0,99.01,24,A,Urban,9600,1
103159,0.078,19357,280080,0,0,0,99.14,10,C,Urban,13800,1
63917,0.009,26292,241620,0,0,0,98.53,9,A,Rural,13800,1
93951,0.015,23009,172610,0,0,0,99.88,5,A,Urban,3300,1
5965,0.022,17170,253860,0,0,0,99.11,9,A,Rural,7500,1
12065,0.403,20445,174150,0,0,0,98.56,21,A,Urban,7500,1
54199,0.021,20818,337590,0,0,0,99.58,17,A,Urban,18000,1
68769,0.276,14977,75080,0,0,0,98.88,9,A,Urban,3300,1
71734,0.018,12787,210100,1,0,0,99.44,13,B,Urban,18000,1
82994,0.037,24830,120120,0,0,0,99.24,23,A,Urban,9600,1
81924,0.003,21908,123330,2,0,0,98.05,13,A,Rural,5400,1
92565,0.127,23373,179930,0,0,0,99.44,19,A,Rural,5400,1
57121,0.019,11324,240140,0,0,0,99.89,8,A,Urban,13800,1
18300,1,9498,60080,2,1,0,98.92,5,A,Rural,3300,0
96464,0.002,16068,87620,0,0,0,97.7,6,A,Rural,5400,1
39974,0.017,20453,137410,0,0,1,98.18,16,A,Rural,13800,1
58509,0.587,20081,205810,1,0,0,98.92,11,C,Rural,9600,1
83404,0.579,16805,300940,0,0,0,98.53,16,D,Urban,13800,1
71330,0.284,15345,120050,0,0,0,99.12,9,B,Urban,7500,1
6019,0.029,21549,240030,0,0,0,99.09,9,B,Rural,9600,1
68870,0.372,24102,397530,0,0,0,99.51,8,A,Urban,34800,1
64386,0.03,13151,105090,0,0,1,99.76,8,A,Urban,7500,1
3623,0.39,24460,310030,4,0,0,99.13,9,B,Urban,9600,1
29725,0.454,13883,69060,0,0,0,99.08,12,A,Urban,3300,1
65893,0.042,20455,192150,0,0,0,99.35,11,A,Rural,1200,1
73356,0.464,23736,225040,0,0,0,99.06,15,A,Rural,11700,1
64811,0.376,9869,63800,0,0,0,99.84,7,A,Urban,5700,1
95007,0.962,14612,177470,2,0,0,99.45,10,B,Rural,15900,1
20621,0.058,16802,342810,0,0,0,99.42,8,B,Rural,18000,1
35649,0.931,11693,66110,0,0,0,98.98,12,B,Urban,5700,1
22940,0,26653,68230,0,0,0,,5,A,Rural,3300,1
80009,0.207,15344,63030,0,0,0,98.54,11,D,Urban,5400,1
58846,0.037,12423,237610,0,0,0,99.53,9,C,Urban,18000,1
96312,0.008,7675,36040,0,0,0,99.89,4,A,Urban,1200,1
14002,0.06,21910,233450,1,0,0,99.15,20,B,Urban,13800,1
16003,0.126,20087,225120,1,0,0,99.82,10,A,Urban,13800,1
22432,0.312,18257,172590,1,0,0,98.54,13,A,Rural,9600,1
94704,0.284,22280,227960,0,0,0,99.3,13,A,Rural,11700,1
3770,0.187,18994,150140,0,1,0,98.45,16,C,Rural,7500,1
100678,0.15,18622,112570,0,0,0,98.8,19,C,Urban,5400,1
18819,0.019,26655,100050,0,0,0,99.88,7,A,Urban,3300,1
102871,0.594,20088,135040,0,0,0,98.12,16,A,Rural,11700,1
27570,0.749,18262,142550,2,0,0,98.9,19,A,Urban,3300,1
69083,0.317,17169,180030,0,0,0,99.16,10,D,Urban,13800,1
111825,0.825,23002,144510,1,0,0,99.53,10,A,Urban,1200,1
47663,1,10956,24170,0,0,0,,7,A,Urban,1200,1
11774,0.127,18994,210120,0,0,0,99.77,7,C,Urban,20100,1
89305,0.06,18264,323900,0,0,0,99.37,9,A,Rural,5400,1
10160,0.051,19719,575020,0,0,0,99.75,12,D,Urban,20100,1
98926,0.505,15341,390670,0,0,0,99.24,15,D,Urban,45300,1
1712,0.282,20450,105130,0,0,0,97.08,12,A,Rural,9600,1
104079,0.114,27753,379530,0,0,0,99.43,11,B,Rural,32700,1
81184,0.047,20449,226550,0,0,0,99.33,23,A,Urban,3300,1
35097,0.001,17169,227550,0,0,0,99.41,5,C,Rural,11700,1
9496,0.004,18994,258100,0,0,0,99.48,19,A,Rural,3300,1
69577,0.147,20818,60220,0,0,0,99.44,8,B,Rural,5400,1
70845,0.011,19722,231110,0,0,0,99.21,17,A,Urban,24300,1
1215,0.017,31040,54140,0,0,0,99.87,4,A,Urban,5700,1
71582,0.508,20453,242090,2,0,0,98.92,19,A,Urban,15900,1
48425,0.129,20449,315090,0,0,0,99.41,12,A,Rural,15900,1
67416,0.05,15341,137560,0,0,0,98.84,13,A,Urban,7500,1
57312,0.773,11694,87060,0,0,0,99.39,8,A,Rural,5400,1
20441,0.262,18993,329320,1,0,0,99.34,8,D,Rural,30600,1
94490,0.029,16071,96800,0,0,0,99.48,14,A,Rural,3300,1
1185,0.018,21908,292650,0,0,0,99.18,14,B,Urban,28500,1
20007,0.464,27383,225140,0,0,0,95.92,35,B,Urban,15900,1
109294,0.11,21181,450060,3,0,1,98.96,25,A,Urban,43200,1
77213,1,18256,40380,0,0,0,98.56,4,A,Rural,1200,1
107682,0,19357,265070,0,0,0,99.4,12,A,Urban,11700,1
29977,0.018,18259,244630,0,0,0,99.7,8,B,Rural,11700,1
72363,0,23005,550710,0,0,0,99.56,9,C,Rural,36900,1
82500,0.303,21906,375150,0,0,0,99.25,7,B,Rural,18000,0
47531,0.187,16804,263350,0,0,0,99.12,23,C,Rural,18000,1
61503,0.021,32862,74630,0,0,0,99.87,9,A,Rural,5400,1
99051,0.028,17891,266870,0,0,0,98.81,22,C,Urban,22200,1
21076,0.196,20086,175220,0,1,0,99.17,6,A,Urban,13800,1
47970,0.049,25930,122540,0,0,0,99.29,18,A,Urban,9600,1
99164,0.148,11688,91590,5,0,2,99.31,16,A,Urban,3300,1
76185,0.012,14970,150040,0,0,0,99.09,10,A,Urban,5400,1
22051,0.304,21915,242360,0,0,0,99.5,7,A,Urban,13800,1
60127,0,27754,120140,0,0,0,,4,A,Rural,5400,1
49985,0.429,17527,216080,1,0,0,98.08,14,D,Urban,18000,1
27636,0.852,19356,141810,0,0,0,98.42,14,A,Urban,9600,1
95786,0,25195,155570,0,0,0,99.7,7,A,Urban,7500,1
68760,0.786,16439,200120,1,0,0,98.43,19,C,Urban,24300,1
81257,0.061,17165,149010,1,0,0,99.33,11,A,Urban,9600,1
33906,0.806,20082,138130,0,0,0,98.3,7,C,Urban,9600,1
79002,0.6,9504,63800,0,0,0,98.95,5,A,Rural,3300,1
101525,0.084,18994,555110,0,0,0,98.32,28,B,Rural,41100,0
2320,0.577,16803,292620,0,0,0,98.72,19,C,Urban,18000,1
104022,0.359,10958,52600,0,0,0,99.23,12,A,Urban,3300,1
105308,0.079,12782,314090,0,0,0,99.11,12,D,Urban,22200,1
63434,0,22272,71440,2,0,0,93.18,12,A,Rural,1200,1
32965,0.439,10965,660050,0,0,0,99.47,29,A,Urban,53700,1
14927,0.315,21543,132040,0,0,0,99.43,7,A,Rural,7500,1
48986,0.047,17535,24030,0,0,0,99.88,4,B,Urban,5700,1
46190,0,14608,210120,0,0,0,,7,B,Urban,9600,1
33777,0.02,16431,137220,0,0,0,98.68,7,A,Rural,5400,1
44424,0.059,25924,117640,0,0,0,99.72,12,A,Rural,3300,1
17665,0,20455,186110,0,0,0,,4,A,Urban,1200,1
24513,0.017,16071,228930,0,0,0,99.84,11,A,Urban,22200,1
21768,0.024,25556,315100,0,0,0,99.72,15,A,Rural,20100,1
78215,0.594,14245,140050,1,0,0,98.66,8,D,Urban,5400,0
69561,0.038,18259,625060,0,0,0,99.19,15,B,Rural,5400,1
102813,0.741,23366,102520,1,0,0,98.54,8,A,Rural,5400,1
21904,0.06,19354,755140,0,0,0,99.69,8,B,Urban,57900,1
100692,0.007,22641,136100,0,0,0,99.65,7,A,Rural,9600,1
64577,0.847,16436,151420,0,0,0,98.22,13,B,Urban,3300,1
109860,0.034,17530,168250,0,1,0,99.71,14,B,Rural,11700,1
6938,0.217,18621,262600,0,0,0,97.95,14,C,Rural,9600,1
78842,0.63,16802,150040,5,1,0,98.96,15,A,Urban,9600,0
101810,1,16805,115720,0,0,0,,2,B,Rural,11700,0
102971,0,17166,64960,3,1,0,,7,C,Urban,3300,1
91310,0.887,14248,96030,3,0,0,99.78,7,D,Rural,5400,0
19180,0.955,16065,141110,0,0,0,98.84,10,A,Rural,11700,1
66507,1,17895,105150,2,1,1,98.43,4,A,Urban,1200,0
99903,0.04,26655,195050,0,0,0,99.58,22,B,Rural,9600,1
22415,0.993,10959,60070,3,0,1,99.51,7,C,Urban,3300,1
52930,0.03,27020,268640,1,0,0,98.94,27,A,Urban,15900,1
35477,0.004,17892,74540,0,0,0,,7,A,Urban,5400,1
32031,0.09,24461,133730,0,0,0,99.58,6,B,Rural,5400,1
86090,0.809,21544,48040,0,0,0,98.92,8,A,Rural,1200,1
89798,0.837,18625,237630,0,0,0,98.17,10,A,Urban,7500,1
40381,0.155,17892,90070,0,0,0,99.83,5,A,Urban,5400,1
8607,0.456,19356,66090,1,0,0,97.93,14,B,Rural,5700,1
62452,0.722,12424,112880,0,1,1,98.93,6,D,Rural,9600,0
56173,0.498,11693,136650,0,0,0,99.22,9,A,Rural,13800,1
69540,0.169,15341,129140,0,0,0,98.21,18,C,Urban,9600,1
2376,0.039,16432,203460,0,0,0,99.67,8,D,Rural,7500,1
99753,0.154,12785,150040,0,0,0,99,6,D,Urban,9600,1
29191,0.082,14978,268600,2,1,2,99.31,14,B,Rural,11700,1
48949,0.004,16800,102200,0,0,0,99.15,6,A,Urban,3300,1
62139,0.533,12784,312620,0,0,0,99.89,5,A,Rural,26400,1
11116,0.467,16074,192460,0,0,0,99.11,7,A,Rural,7500,1
30224,0.2,19358,190140,0,0,0,99.25,10,C,Urban,9600,1
69805,0.027,10958,49820,0,0,0,98.2,8,A,Urban,3300,1
4425,0.081,28841,105030,0,0,0,99.83,7,A,Urban,7500,1
65753,0.797,19350,105040,1,0,0,99.22,10,A,Rural,5400,1
96218,0.248,12051,99040,0,0,0,98.65,9,A,Urban,9600,1
61989,0.11,18995,189620,0,0,0,99.18,18,B,Urban,3300,1
27807,0.296,13147,168700,0,0,0,98.88,11,B,Urban,11700,1
68739,0.383,19357,237540,0,0,0,98.59,8,C,Rural,15900,1
78804,0.088,20810,276040,0,0,0,99.18,29,A,Rural,1200,1
48590,0,23738,197900,0,0,0,99.62,11,A,Urban,1200,1
2362,0.038,11320,261050,0,0,0,99.76,9,B,Urban,11700,1
95459,0.085,25198,151910,0,0,0,98.82,10,A,Rural,7500,1
33940,0.592,12058,75140,0,0,0,99.14,7,A,Rural,5400,1
45237,0,16804,150080,0,0,0,99.89,7,A,Urban,5400,1
73689,0,29940,235030,0,0,0,99.86,9,A,Urban,18000,1
32866,0.054,23004,1000080,0,0,0,98.94,13,B,Urban,60000,1
82193,0.005,8767,24720,1,0,0,98.44,9,A,Rural,1200,1
3687,0.015,15710,147260,0,0,0,97.6,7,C,Urban,11700,1
90455,0.004,22279,210110,0,0,0,,12,A,Urban,15900,1
92900,0.006,21177,360070,0,0,0,99.04,16,C,Rural,24300,1
104003,0.611,24095,347900,0,0,0,99.35,14,B,Rural,22200,1
51142,0.117,21540,397580,1,0,0,99.43,13,B,Rural,41100,1
107676,0.018,24831,286640,0,0,0,99.89,8,A,Rural,1200,1
48937,0.093,18992,256280,0,0,0,99.47,10,A,Rural,15900,1
62364,0.164,14612,225100,0,0,0,99.32,7,B,Rural,26400,1
22209,0.03,17894,300100,0,0,0,98.98,15,A,Urban,13800,1
57078,0.081,19721,149790,0,0,0,99.86,7,C,Urban,7500,1
102347,0.808,18987,150050,0,0,0,98.6,11,D,Urban,1200,1
72917,0.094,17896,843120,2,0,0,99.33,25,C,Urban,57900,1
5622,0.149,24461,85620,0,0,0,98.92,11,A,Urban,3300,1
72921,0.469,27017,104700,0,0,0,98.15,8,C,Urban,7500,1
11070,0.452,23738,125160,0,0,0,98.61,14,A,Urban,5700,1
5710,0.849,16440,277570,0,0,0,98.37,11,C,Urban,20100,1
89295,0.19,16430,180100,0,0,0,98.7,18,A,Urban,20100,1
56197,0.117,18624,159130,0,0,0,99.19,24,A,Urban,9600,1
47907,0.026,11321,158630,0,0,0,99.64,7,D,Rural,7500,1
14837,0.622,29576,225140,0,0,0,98.94,12,A,Rural,13800,1
80874,0,26295,89630,0,0,0,99.69,7,A,Urban,5400,1
32571,0.206,16796,258150,0,0,0,98.59,6,C,Rural,9600,1
